20221101-143841:16,2.5
20221101-143842:16,2.8
20221101-143843:16,9.4
20221101-143844:16,2.4
20221101-143845:16,5.6
20221101-143846:16,2.7
20221101-143847:16,7.6
20221101-143848:16,5.0
20221101-143849:16,2.5
20221101-143850:16,2.1
20221101-143851:16,3.3
20221101-143852:16,2.0
20221101-143853:16,1.2
